id
Animalia.Vertebrata.Reptilia .Ornithischia. Ceratopsia gen. sp.
Animalia.Vertebrata.Aves.Passeriformes.Icteridae.Dolichonyx. Dolichonyx oryzivorus
Animalia.Vertebrata.Aves.Passeriformes.Emberizidae.Zonotrichia. Zonotrichia sp.
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.?Abies
Animalia.Vertebrata.Aves.Passeriformes.Icteridae.?Agelaius
Animalia.Vertebrata.Aves.Anseriformes.Anatidae.Anatinae.Cairinini.?Aix sponsa
Animalia.Vertebrata.Mammalia.Rodentia.Geomyidae.?Cratogeomys castanops
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Cuvieronius sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Cynomys ludovicianus
""
Animalia.Vertebrata.Mammalia.Cetacea.Odontoceti.Monodontidae.?Delphinapterus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Dicrostonyx sp.
Animalia.Vertebrata.Mammalia.Perissodactyla.Equidae.?Dinohippus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Dipodomys sp.
Animalia.Vertebrata.Mammalia.Rodentia.Castoridae.?Dipoides rexroadensis
Animalia.Vertebrata.Mammalia.Sirenia.Dugongidae.?Dugong sp.
Animalia.Vertebrata.Mammalia.Perissodactyla.Equidae.?Equus complicatus
Animalia.Vertebrata.Mammalia.Perissodactyla.Equidae.?Equus francisci
""
Animalia.Vertebrata.Mammalia.Perissodactyla.Equidae.?Equus simplicidens
Animalia.Vertebrata.Mammalia.Perissodactyla.Equidae.?Equus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Erethizon dorsata
Animalia.Vertebrata.Mammalia.Artiodactyla.Artiodactyla Incertae sedis.?Euceratherium sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Felidae sp.
""
""
""
""
Animalia.Vertebrata.Reptilia.Testudinata.Testudines.Cryptodira.Testudinidae.?Geochelone sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Geomys anzensis
Animalia.Vertebrata.Mammalia.Rodentia.?Geomys garbanii
Animalia.Vertebrata.Mammalia.Rodentia.?Geomys minor
Animalia.Vertebrata.Mammalia.?Geomys sp.
""
Animalia.Vertebrata.Mammalia.Xenarthra.Pilosa.?Glossotherium sp.
Animalia.Vertebrata.Mammalia.?Glyptodontidae
Animalia.Vertebrata.Reptilia.Testudinata.Testudines.Cryptodira.Testudinidae.?Gopherus sp.
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.?Haliaeetus leucocephalus
Animalia.Vertebrata.Mammalia.Artiodactyla.Camelidae.?Hemiauchenia blancoensis
Animalia.Vertebrata.Mammalia.Artiodactyla.Camelidae.?Hemiauchenia macrocephala
Animalia.Vertebrata.Mammalia.Artiodactyla.Camelidae.?Hemiauchenia sp.
""
Animalia.Vertebrata.Mammalia.Carnivora.Felidae.Machairodontinae.?Homotherium idahoensis
Animalia.Vertebrata.Mammalia.Carnivora.Felidae.Machairodontinae.?Homotherium sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Hyaenidae
""
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.?Hypomorphnus sodalis
""
Animalia.Vertebrata.Mammalia.?Lagomorpha
Animalia.Arthropoda.Insecta.Trichoptera.Limnephilidae.?Lenarchus sp.
Animalia.Vertebrata.Mammalia.?Leporidae
Animalia.Vertebrata.Mammalia.Lagomorpha.?Lepus americanus
Animalia.Vertebrata.Mammalia.Lagomorpha.?Lepus californicus
Animalia.Vertebrata.Mammalia.?Lepus sp.
Animalia.Vertebrata.Mammalia.Carnivora.Mustelidae/Mephitidae.Mustelidae.?Lontra canadensis
""
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Lynx canadensis
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Lynx rufus
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammut americanum
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammut sp.
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammuthus columbi
""
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammuthus imperator
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammuthus jeffersonii
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammuthus sp.
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Mammutidae
Animalia.Vertebrata.Mammalia.?Marmota
Animalia.Vertebrata.Mammalia.Rodentia.Sciuridae.Xerinae.?Marmota sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Martes americana
Animalia.Vertebrata.Mammalia.Carnivora.Mustelidae/Mephitidae.Mustelidae.?Martes sp.
Animalia.Vertebrata.Mammalia.Xenarthra.Pilosa.?Megalonyx jeffersonii
Animalia.Vertebrata.Mammalia.Xenarthra.Pilosa.?Megalonyx sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Mephitis mephitis
Animalia.Vertebrata.Aves.Anseriformes.Anatidae.Anatinae.Mergini.?Mergus sp.
Animalia.Vertebrata.Mammalia.?Microtus sp.
""
Animalia.Vertebrata.Mammalia.Carnivora.Mustelidae/Mephitidae.Mustelidae.?Mustela frenata
Animalia.Vertebrata.Mammalia.Carnivora.Mustelidae/Mephitidae.Mustelidae.?Mustela sp.
Animalia.Vertebrata.Mammalia.?Mustelidae
Animalia.Vertebrata.Mammalia.Xenarthra.Pilosa.?Mylodontidae sp.
Animalia.Vertebrata.Mammalia.Chiroptera.?Myotis lucifugus
Animalia.Vertebrata.Mammalia.Lagomorpha.Leporidae.?Nekrolagus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Neotoma
Animalia.Vertebrata.Mammalia.Rodentia.?Neotoma cinerea
Animalia.Vertebrata.Mammalia.Rodentia.?Neotoma quadriplicata
Animalia.Vertebrata.Mammalia.Rodentia.?Neotoma sp.
""
Animalia.Vertebrata.Mammalia.Xenarthra.Pilosa.?Nothrotheriops shastensis
Animalia.Vertebrata.Mammalia.?Nothrotheriops sp.
Animalia.Vertebrata.Mammalia.Artiodactyla.Cervidae.?Odocoileus hemionus
Animalia.Vertebrata.Mammalia.Artiodactyla.Cervidae.?Odocoileus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Ophiomys parvus
Animalia.Vertebrata.Mammalia.Artiodactyla.Artiodactyla Incertae sedis.?Oreamnos americanus
Animalia.Vertebrata.Mammalia.Artiodactyla.Artiodactyla Incertae sedis.?Ovis canadensis
Animalia.Vertebrata.Mammalia.Artiodactyla.Artiodactyla Incertae sedis.?Ovis dalli
Animalia.Vertebrata.Mammalia.?Pappogeomys castanops
Animalia.Vertebrata.Mammalia.Xenarthra.Pilosa.?Paramylodon harlani
Animalia.Vertebrata.Mammalia.Rodentia.?Paronychomys sp.
Animalia.Vertebrata.Aves.Passeriformes.Cardinalidae.?Passerina sp.
Animalia.Vertebrata.Mammalia.?Perognathus flavus
Animalia.Vertebrata.Mammalia.?Perognathus sp.
Animalia.Vertebrata.Mammalia.?Peromyscus boylii
Animalia.Vertebrata.Mammalia.?Peromyscus leucopus
Animalia.Vertebrata.Mammalia.Rodentia.?Peromyscus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Peromyscus truei
Animalia.Vertebrata.Aves.Passeriformes.Cardinalidae.?Pheucticus ludovicianus
Animalia.Vertebrata.Mammalia.Artiodactyla.Artiodactyla Incertae sedis.?Platygonus sp.
Animalia.Vertebrata.Mammalia.Artiodactyla.Tayassuidae.?Platygonus vetus
Animalia.Vertebrata.Mammalia.Artiodactyla.Artiodactyla Incertae sedis.?Pliauchenia sp.
Animalia.Vertebrata.Mammalia.Rodentia.Cricetidae.?Pliophenacomys osborni
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Eudicotyledoneae incertae sedis.?Populus
Animalia.Vertebrata.Mammalia.Artiodactyla.Camelidae.?Procamelus sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Procyon lotor
Animalia.Vertebrata.Mammalia.Rodentia.?Prodipodomys minor
Animalia.Vertebrata.Mammalia.Rodentia.?Prodipodomys sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Puma lacustris
Animalia.Vertebrata.Mammalia.Artiodactyla.Cervidae.?Rangifer sp.
Animalia.Vertebrata.Mammalia.Artiodactyla.Cervidae.?Rangifer tarandus
Animalia.Vertebrata.Mammalia.Rodentia.Cricetidae.?Reithrodontomys sp.
Animalia.Vertebrata.Mammalia.?Rodentia
Animalia.Vertebrata.Mammalia.Lipotyphla.Soricomorpha.Talpidae.?Scapanus sp.
Animalia.Vertebrata.Mammalia.Rodentia.Sciuridae.?Sciurus sp.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Eudicotyledoneae incertae sedis.?Shepherdia
Animalia.Vertebrata.Mammalia.Rodentia.Cricetidae.Sigmodontinae.Sigmodon.?Sigmodon minor
Animalia.Vertebrata.Mammalia.Rodentia.?Sigmodon sp.
Animalia.Vertebrata.Mammalia.Carnivora.Felidae.?Smilodon sp.
Animalia.Vertebrata.Mammalia.Lipotyphla.Soricomorpha.?Sorex sp.
Animalia.Vertebrata.Mammalia.?Spermophilus lateralis
Animalia.Vertebrata.Mammalia.Rodentia.?Spermophilus parryii
Animalia.Vertebrata.Mammalia.Rodentia.?Spermophilus richardsonii
Animalia.Vertebrata.Mammalia.Rodentia.?Spermophilus russelli
Animalia.Vertebrata.Mammalia.Rodentia.?Spermophilus sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Spermophilus tridecemlineatus
Animalia.Vertebrata.Mammalia.?Spilogale putorius
Animalia.Vertebrata.Mammalia.Proboscidea.Proboscidea incertae sedis.?Stegomastodon sp.
Animalia.Vertebrata.Mammalia.?Sus scrofa
Animalia.Vertebrata.Mammalia.Lagomorpha.Leporidae.?Sylvilagus nuttallii
Animalia.Vertebrata.Mammalia.?Sylvilagus sp.
Animalia.Vertebrata.Mammalia.Rodentia.Cricetidae.?Synaptomys sp.
Animalia.Vertebrata.Mammalia.Rodentia.Sciuridae.?Tamias sp.
Animalia.Vertebrata.Mammalia.?Tamias striatus
Animalia.Vertebrata.Mammalia.?Tamiasciurus hudsonicus
Animalia.Vertebrata.Mammalia.Perissodactyla.Tapiridae.?Tapirus sp.
Animalia.Vertebrata.Mammalia.Artiodactyla.Antilocapridae.?Tetrameryx sp.
Animalia.Vertebrata.Mammalia.Rodentia.?Thomomys sp.
Animalia.Vertebrata.Mammalia.Artiodactyla.Camelidae.?Titanotylopus sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Urocyon sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Ursidae
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Ursus
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Ursus americanus
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Ursus sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Vulpes sp.
Animalia.Vertebrata.Mammalia.Carnivora.Carnivora incertae sedis.?Vulpes vulpes
Animalia.Mollusca.Gastropoda.[unassigned] Caenogastropoda
""
Animalia.Arthropoda.Insecta.Coleoptera.Staphylinidae.Abdiunguis
Animalia.Arthropoda.Insecta.Coleoptera.Staphylinidae.Abdiunguis.Abdiunguis sp.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Campanulidae.Apiidae.Dipsacales.Caprifoliaceae.Caprifoliaceae subf. Linnaeoideae.Abelia
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies alba
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies balsamea
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies fargesii
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies lasiocarpa
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies marocana
""
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies nordmanniana
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies sibirica
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies sp.
Plantae.Tracheophyta.Spermatophyta.Pan-Coniferae.Coniferae.Pinaceae.Pinaceae (vesiculate).Abies.Abies undiff.
Animalia.Vertebrata.Mammalia.Rodentia.Abrocomidae.Abrocoma
Animalia.Vertebrata.Mammalia.Rodentia.Abrocomidae
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Caryophyllales.Nyctaginaceae.Abronia
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Caryophyllales.Nyctaginaceae.Abronia.Abronia latifolia
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Malvidae.Malvales.Malvaceae.Malvaceae subf. Malvoideae.Abutilon
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Malvidae.Malvales.Malvaceae.Malvaceae subf. Malvoideae.Abutilon.Abutilon incanum.Abutilon cf. A. incanum
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Malvidae.Malvales.Malvaceae.Malvaceae subf. Malvoideae.Abutilon.Abutilon incanum
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Malvidae.Malvales.Malvaceae.Malvaceae subf. Malvoideae.Abutilon.Abutilon palmeri
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Malvidae.Malvales.Malvaceae.Malvaceae subf. Malvoideae.Abutilon.Abutilon sp.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Malvidae.Malvales.Malvaceae.Abutilon-type
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia.Acacia (type I)
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia.Acacia (type III)
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia.Acacia greggii
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia.Acacia sp.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia/Albizia
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Fabales.Fabaceae.Fabaceae subf. Mimosoideae.Acacia-type
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Rosales.Rosaceae.Acaena
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Rosales.Rosaceae.Acaena-type
Animalia.Arthropoda.Insecta.Coleoptera.Curculionidae.Acalles
Animalia.Arthropoda.Insecta.Coleoptera.Curculionidae.Acalles.Acalles cf. A. carinatus
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha.Acalypha (large)
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha.Acalypha (type 2)
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha.Acalypha californica
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha.Acalypha cf. A. rhomboidea
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha.Acalypha sp.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha.Acalypha undiff.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Rosidae.Fabidae.Malpighiales.Euphorbiaceae.Acalypha-type
Animalia.Arthropoda.Insecta.Coleoptera.Curculionidae.Acalyptus
Animalia.Arthropoda.Insecta.Coleoptera.Curculionidae.Acalyptus.Acalyptus carpini
Animalia.Arthropoda.Insecta.Coleoptera.Curculionidae.Acalyptus.Acalyptus cf. A. carpini
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae (type 1)
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae subf. Acanthoideae.Acanthaceae (type 1) cf. Acanthus
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae subf. Acanthoideae
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae subf. Avicennioideae
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae undiff.
Animalia.Vertebrata.Aves.Passeriformes.Fringillidae.Acanthis
Animalia.Vertebrata.Aves.Passeriformes.Fringillidae.Acanthis.Acanthis cf. A. flammea
Animalia.Vertebrata.Aves.Passeriformes.Fringillidae.Acanthis.Acanthis cf. A. hornemanni
Animalia.Vertebrata.Aves.Passeriformes.Fringillidae.Acanthis.Acanthis flammea
Animalia.Vertebrata.Aves.Passeriformes.Fringillidae.Acanthis.Acanthis hornemanni
Animalia.Vertebrata.Aves.Passeriformes.Fringillidae.Acanthis.Acanthis sp.
Animalia.Mollusca.Polyplacophora.Neoloricata.Acanthochitonidae
Animalia.Vertebrata.Osteichthyes.Perciformes.Scombridae.Acanthocybium
Animalia.Vertebrata.Osteichthyes.Perciformes.Scombridae.Acanthocybium.Acanthocybium solandri
""
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Caryophyllales.Plumbaginaceae.Armeria-type.Acantholimon
Animalia.Arthropoda.Insecta.Hemiptera.Scutelleridae.Acantholomidea
Animalia.Arthropoda.Insecta.Hemiptera.Scutelleridae.Acantholomidea.Acantholomidea porosa
Animalia.Vertebrata.Osteichthyes.Pleuronectiformes.Pleuronectidae.Acanthopsetta
Animalia.Vertebrata.Osteichthyes.Pleuronectiformes.Pleuronectidae.Acanthopsetta.Acanthopsetta nadeshnyi
Animalia.Arthropoda.Insecta.Coleoptera.Chrysomelidae.Acanthoscelides
Animalia.Arthropoda.Insecta.Coleoptera.Chrysomelidae.Acanthoscelides.Acanthoscelides sp.
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae subf. Acanthoideae.Acanthus
Plantae.Tracheophyta.Spermatophyta.Angiospermae.Mesangiospermae.Eudicotyledoneae.Gunneridae.Pentapetalae.Asteridae.Gentianidae.Garryidae.Lamiidae.Lamiales.Acanthaceae.Acanthaceae subf. Acanthoideae.Acanthus-type
Animalia.Arthropoda.Arachnida.Acari
Animalia.Arthropoda.Arachnida.Acari.Acari gen. sp.
""
Plantae.Bryophyta.Musci.Bryopsida.Acaulon-type
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter ?cooperi
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter ?striatus
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter cf. A. cooperii
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter cf. A. gentilis
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter cf. A. striatus
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter cooperii
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter gentilis
Animalia.Vertebrata.Aves.Accipitriformes.Accipitridae.Accipiter.Accipiter sp.
